Amplitude (dBm)
-8.682414475999999581e+01
-8.615908210999999994e+01
-8.633598408999999663e+01
-8.655154713999999672e+01
-8.634070235000000082e+01
-8.678361212999999452e+01
-8.661834408999999368e+01
-8.643476438000000428e+01
-8.702030800999999371e+01
-8.691959391999999696e+01
-8.642719261000000586e+01
-8.674427497000000642e+01
-8.721602047999999741e+01
-8.711186272000000486e+01
-8.792792894000000103e+01
-8.739013142999999673e+01
-8.716101012000000026e+01
-8.721983828000000472e+01
-8.660209697000000517e+01
-8.689317841000000442e+01
-8.708733845000000429e+01
-8.678761310000000151e+01
-8.680135979000000646e+01
-8.677365532000000314e+01
-8.676816745000000708e+01
-8.689666542999999876e+01
-8.698893621000000564e+01
-8.671503588999999579e+01
-8.729148653000000024e+01
-8.765242634999999893e+01
-8.761810758999999393e+01
-8.738690393999999628e+01
-8.691254216000000099e+01
-8.647300667999999746e+01
-8.650635929999999973e+01
-8.696403109000000597e+01
-8.683568370000000414e+01
-8.687408345000000054e+01
-8.681622355000000368e+01
-8.716816368000000637e+01
-8.646674808999999584e+01
-8.695158539999999903e+01
-8.655778553000000386e+01
-8.690366541000000211e+01
-8.653727295000000197e+01
-8.681851204000000166e+01
-8.702620819999999924e+01
-8.694241596000000527e+01
-8.657590643999999713e+01
-8.649634840999999597e+01
-8.713962290999999993e+01
-8.771489775000000577e+01
-8.692617604000000142e+01
-8.677013329000000397e+01
-8.670511073000000124e+01
-8.726712578999999437e+01
-8.771763712999999996e+01
-8.729993749999999864e+01
-8.692945075999999460e+01
-8.683207332000000633e+01
-8.683455972000000145e+01
-8.720127438000000097e+01
-8.751796589999999298e+01
-8.704887220000000525e+01
-8.691027230000000259e+01
-8.678765232000000651e+01
-8.621699524999999653e+01
-8.690636838000000353e+01
-8.693156215999999858e+01
-8.708546719999999652e+01
-8.713864601999999593e+01
-8.699031069000000116e+01
-8.673203198999999586e+01
-8.696399848000000077e+01
-8.676447785999999951e+01
-8.613891370999999708e+01
-8.641535374999999419e+01
-8.564999471000000142e+01
-8.465930982999999799e+01
-8.369482625999999925e+01
-8.292165316000000530e+01
-8.240976374999999621e+01
-8.173298194000000194e+01
-8.139206267000000139e+01
-8.091279726999999866e+01
-8.097694022999999675e+01
-8.127860467000000710e+01
-8.102516810000000191e+01
-8.167464567000000386e+01
-8.204938262999999665e+01
-8.302351898000000574e+01
-8.393524161999999933e+01
-8.446108150999999964e+01
-8.508466848000000482e+01
-8.494181163000000367e+01
-8.413395085000000506e+01
-8.344756476999999961e+01
-8.260533058000000040e+01
-8.212195461999999679e+01
-8.209046417000000417e+01
-8.181248949999999809e+01
-8.228671167999999625e+01
-8.258450519000000156e+01
-8.348175718999999617e+01
-8.399950844999999333e+01
-8.477888459999999782e+01
-8.532070206000000212e+01
-8.613950577999999325e+01
-8.639132883000000618e+01
-8.662664970999999525e+01
-8.695953228000000479e+01
-8.675807883000000231e+01
-8.731943757999999889e+01
-8.755320616000000200e+01
-8.749047448000000315e+01
-8.734198154000000613e+01
-8.783825568000000317e+01
-8.707005710999999337e+01
-8.690719000999999366e+01
-8.761255518000000109e+01
-8.756065796999999407e+01
-8.715308919000000287e+01
-8.722264669999999853e+01
-8.705733564000000513e+01
-8.726287317000000598e+01
-8.762406248000000630e+01
-8.716615921000000355e+01
-8.697978032999999698e+01
-8.695146542000000522e+01
-8.692314815000000294e+01
-8.698555075000000159e+01
-8.706545054000000050e+01
-8.680311568999999849e+01
-8.680102805999999305e+01
-8.684809099000000288e+01
-8.677911507000000313e+01
-8.591787429000000031e+01
-8.581573169000000689e+01
-8.682535518000000252e+01
-8.662899742000000458e+01
-8.671543033999999750e+01
-8.666995722000000058e+01
-8.658322585999999887e+01
-8.676946542000000306e+01
-8.787061590999999794e+01
-8.742762618999999802e+01
-8.700625762999999324e+01
-8.729244785999999579e+01
-8.687556519999999693e+01
-8.690816404000000261e+01
-8.749842470999999477e+01
-8.829460253999999964e+01
-8.722338938999999414e+01
-8.680918135999999663e+01
-8.733497502000000168e+01
-8.702487587000000246e+01
-8.766304250999999681e+01
-8.702321141000000182e+01
-8.676797625000000380e+01
-8.661355211999999426e+01
-8.662852719999999351e+01
-8.685265658999999516e+01
-8.688669473999999582e+01
-8.647479214000000525e+01
-8.659158944000000702e+01
-8.651456231999999602e+01
-8.713942565000000684e+01
-8.779141687000000616e+01
-8.726247231000000681e+01
-8.684423146000000315e+01
-8.686485754000000270e+01
-8.723329458999999986e+01
-8.629777063999999598e+01
-8.653272054999999341e+01
-8.570830947000000322e+01
-8.444748434999999631e+01
-8.287066070000000195e+01
-8.137176820999999904e+01
-7.989472951000000478e+01
-7.811572596000000601e+01
-7.652670734000000152e+01
-7.531146130000000483e+01
-7.452049442000000568e+01
-7.375597738000000447e+01
-7.323658084000000201e+01
-7.327999054000000001e+01
-7.351576228000000413e+01
-7.411748604000000284e+01
-7.445571022000000028e+01
-7.542714934999999343e+01
-7.659409374999999898e+01
-7.792907932999999332e+01
-7.959997936000000607e+01
-8.117704677000000402e+01
-8.273252186000000563e+01
-8.419805431000000340e+01
-8.526308466999999780e+01
-8.561059258000000227e+01
-8.671131160000000193e+01
-8.648187695000000019e+01
-8.635514258000000609e+01
-8.640219917000000294e+01
-8.632813059999999439e+01
-8.660682912000000044e+01
-8.616752384999999492e+01
-8.647374904000000129e+01
-8.645781718000000637e+01
-8.641309382000000028e+01
-8.639652490000000284e+01
-8.667664449999999476e+01
-8.687542709000000229e+01
-8.617349260999999672e+01
-8.629494429000000366e+01
-8.607075025999999696e+01
-8.614668290000000184e+01
-8.588035592999999324e+01
-8.647005554000000416e+01
-8.622055570000000557e+01
-8.609680831999999384e+01
-8.635500738999999726e+01
-8.623520213000000467e+01
-8.572682451000000015e+01
-8.625305092000000684e+01
-8.645721057999999459e+01
-8.620647583999999597e+01
-8.575404697999999826e+01
-8.590101688999999396e+01
-8.564124359000000197e+01
-8.494322472000000346e+01
-8.432167028000000641e+01
-8.413312025000000460e+01
-8.351957584999999540e+01
-8.268064703999999665e+01
-8.224673500999999476e+01
-8.198718868000000271e+01
-8.200807880000000694e+01
-8.174687072000000398e+01
-8.179084600999999566e+01
-8.244611672999999996e+01
-8.322171303000000364e+01
-8.364197497000000681e+01
-8.439203147000000627e+01
-8.525703959999999881e+01
-8.529591600999999912e+01
-8.454136078000000509e+01
-8.539950115000000608e+01
-8.543070244999999829e+01
-8.553230965999999569e+01
-8.599535930999999778e+01
-8.546339654999999880e+01
-8.507925258999999585e+01
-8.557859424999999476e+01
-8.576351209999999980e+01
-8.557254122000000507e+01
-8.579188422000000003e+01
-8.591281757999999513e+01
-8.563892208000000039e+01
-8.576232473000000311e+01
-8.552255766999999764e+01
-8.636177361999999391e+01
-8.609816308000000618e+01
-8.577052084000000320e+01
-8.599931306000000575e+01
-8.593481796000000372e+01
-8.589850056999999595e+01
-8.604137900999999999e+01
-8.580627429999999833e+01
-8.605424284999999429e+01
-8.643212348999999506e+01
-8.549727317999999343e+01
-8.542377611000000570e+01
-8.652003182999999353e+01
-8.696391122999999368e+01
-8.608384768000000520e+01
-8.620466039000000080e+01
-8.589076744999999846e+01
-8.612133282000000634e+01
-8.572417554000000450e+01
-8.606008056000000295e+01
-8.569573841000000414e+01
-8.562564258000000450e+01
-8.617079406999999946e+01
-8.642438495000000387e+01
-8.605869563000000255e+01
-8.601811754000000576e+01
