file_name,cluster
89.9_2_.wav,0
89.7_3_.wav,0
89.7_1_.wav,0
89.7_4_.wav,0
89.7_5_.wav,0
89.9_3_.wav,0
89.7_0_.wav,0
89.7_2_.wav,0
89.9_1_.wav,0
89.9_0_.wav,0
89.9_4_.wav,1
89.9_5_.wav,0
